2439,
33276,
34715,
2443,
33276,
34994,
2467,
1036,
34800,
2437,
33710,
33822,
2451,
33710,
2066,
2449,
33431,
34444,
2441,
33679,
34582,
1396,
33338,
2068,
2441,
34237,
34867,
2447,
34144,
34721,
2453,
33834,
34132,
2446,
33710,
34684,
2453,
33803,
34560,
1396,
33307,
34466,
2437,
33865,
34676,
2442,
33679,
35162,
1396,
33834,
34480,
2449,
33710,
34659,
2439,
33524,
33543,
2444,
1036,
35214,
2441,
33586,
34878,
2450,
33679,
34721,
2439,
33710,
2068,
2450,
33586,
34905,
2441,
33679,
34876,
2450,
33307,
34754,
2450,
34862,
1396,
34906,
34572,
34562,
34326,
34560,
2072,
2067,
34320,
34690,
34715,
34521,
34994,
33512,
35214,
34469,
34878,
34751,
34734,
33915,
34442,
34633,
34681,
34725,
34740,
